Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Cameroon,CMR,"Population, total",SP.POP.TOTL,12070359,15927713,18597109,19078100,19570418,20074522,20590666,21119065,21659488,22211166,22773014,..
Cameroon,CMR,Surface area (sq. km),AG.SRF.TOTL.K2,475440,475440,475440,475440,475440,475440,475440,475440,475440,475440,475440,..
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,25.53438472,33.69447018,39.34147575,40.35899389,41.40047386,42.46688667,43.55876965,44.67657761,45.81982188,46.98687567,48.17544372,..
Cameroon,CMR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,11128471585,9488576092,17778893130,18975315358,21420579841,23373557298,24114013137,25458631434,26537713464,28630182577,30911385953,..
Cameroon,CMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,920,600,960,990,1090,1160,1170,1210,1230,1290,1360,..
Cameroon,CMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20671449887,28408994645,42902783141,44996475447,47531241992,49454953886,51367270050,54586089572,57797020374,61660984144,67058706761,..
Cameroon,CMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1710,1780,2310,2360,2430,2460,2490,2580,2670,2780,2940,..
Cameroon,CMR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,6.35,..,..,..,..,..,..,..,..
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.434,5.621,5.299,5.235,5.167,5.094,5.017,4.939,4.859,4.78,..,..
Cameroon,CMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,183.1988,155.7352,134.8048,130.721,127.7446,124.7682,121.7918,118.8154,115.839,111.346,106.853,..
Cameroon,CMR,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,25.6,29.2,..,..,..,..,23.4,..,..,..,..
Cameroon,CMR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,60,63,..,..,..,..,63.6,..,..,..,..
Cameroon,CMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,138,150.4,120.7,116.6,112.8,109,104.8,101,97.4,93.9,90.6,87.9
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.31208,83.1453476,99.25476074,101.2267075,101.5402908,103.7421875,106.0384293,105.7329865,110.6150284,..,113.3217621,..
Cameroon,CMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.45207,27.29602051,23.15625,31.73852921,35.90756989,39.5872612,..,47.18849182,50.37786865,52.20241928,..,..
Cameroon,CMR,Forest area (sq. km),AG.LND.FRST.K2,243160,221160,207960,205760,203560,201360,199160,196960,194760,..,..,..
Cameroon,CMR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,5.784227014,7.52096831,9.001020281,9.001020281,9.001020281,9.001020281,10.91151351,..,10.91457041,..,..,..
Cameroon,CMR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,0.353992674,..,..
Cameroon,CMR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,412.6513553,396.143376,361.509469,332.3033216,326.7787126,344.4175657,338.3474823,321.6158954,322.5260449,..,..,..
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.144002179,0.215493084,0.207631788,0.305805976,0.283310454,0.332458227,0.325727347,0.268091793,..,..,..,..
Cameroon,CMR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,194.2775687,170.7087515,240.7363424,249.1338236,262.7945913,261.176829,258.3209305,259.528535,262.3330708,..,..,..
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,11151578703,9287367569,17953066721,20431780378,23322254114,23381142147,23622483984,26587311528,26472056038,29567504655,32548591286,..
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.105697646,4.173581032,3.224002985,3.255664493,2.884046234,1.931850591,3.268648874,4.140591847,4.588738701,5.561688129,5.886294664,..
Cameroon,CMR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.643098431,2.866187048,3.939790313,1.023080411,3.664046977,3.707327593,2.618609158,2.96732656,2.997894369,2.391519073,4.041665845,..
Cameroon,CMR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,24.57539141,22.13506273,21.01935773,22.90321304,23.43060738,23.47882583,23.39412304,23.57125143,23.18133711,22.88505257,22.7255989,..
Cameroon,CMR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,29.45075851,36.01649667,33.23003265,29.8108772,28.97430387,29.89663169,29.91679469,29.57740223,30.23826343,29.8706326,30.63275028,..
Cameroon,CMR,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,45.97385234,41.8484406,45.75060963,47.28590976,47.59508875,46.62454249,46.68908227,46.85134634,46.58039946,47.24431482,46.64165082,..
Cameroon,CMR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.1829144,23.25296927,23.00436912,23.93023316,24.13012507,16.03652271,17.3474592,18.3872483,18.7951536,20.65738013,21.55501956,..
Cameroon,CMR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.31353104,19.66157522,20.95325821,24.60534703,28.21201879,21.02865378,23.01354063,26.472313,26.60762331,28.90939125,27.53132083,..
Cameroon,CMR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.81197837,16.72088548,16.81536059,17.30630699,18.2178586,18.51776974,19.04223306,20.59370215,19.37743059,19.50470066,20.25559887,..
Cameroon,CMR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,14.26210927,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-5.585779047,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,30.86417321,14.3976636,9.318282654,6.972149676,6.697409542,7.845724578,10.27727014,13.3168219,14.35472273,15.48292559,16.01026638,..
Cameroon,CMR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.76735862,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.466386303,1.324748865,1.431108123,1.452144803,1.486073767,1.468127385,1.498802539,1.30693096,1.338949257,1.328622943,1.23362969,..
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.648423286,16.84911141,23.75158108,31.44110653,39.81367836,41.8760103,49.56740015,60.40682443,70.3904685,75.6851331,..
Cameroon,CMR,Internet users (per 100 people),IT.NET.USER.P2,0,0.252120078,2.028744791,2.93,3.4,3.84,4.3,5,5.69898724,6.4,11,..
Cameroon,CMR,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,63.33333333,63.33333333,66.66666667,63.33333333,66.66666667,64.44444444,60,56.66666667,56.66666667,..
Cameroon,CMR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,30.50689136,35.76901609,37.46930875,43.49409684,46.85283827,34.1894889,38.14889241,42.56702295,40.76014717,35.18844238,33.92501842,..
Cameroon,CMR,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,81.25,100,134.9811207,134.8720825,144.412373,137.3052658,152.0172686,163.5205069,156.9799942,154.7925051,..,..
Cameroon,CMR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,6562510000,10561273000,3418552000,3085945000,2826102000,3237834000,3193690000,3110280000,3750840000,4922311000,..,..
Cameroon,CMR,Net migration,SM.POP.NETM,..,..,..,-70000,..,..,..,..,-50000,..,..,..
Cameroon,CMR,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,22992322.92,30158308.03,129943173.1,167338949.6,162014623.8,184370028.7,114858952.7,219254989.7,210419765.1,244059167,..,..
Cameroon,CMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-112831336.8,158801499.5,59069772.85,189330876.4,20910875.62,743285027.3,535742601.5,652411755.8,525754619.3,325449331.7,..,..
Cameroon,CMR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,444380000,376730000,1718930000,1926290000,548590000,648340000,540500000,611840000,596240000,737490000,..,..
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,29,46.2,..,..,..,..,49,..,53.7,..,..,..
Cameroon,CMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,8.7,10.9506,..,..,..,..,14,..,18.5,..,..,..
Cameroon,CMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,59.88894521,88.35036286,..,..,..,..,81.94533313,..,87.5,..,..,..
Cameroon,CMR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,9071771656,6871426890,14111640878,15847960220,17584616319,19117955183,19064418813,21378066964,21481094485,23971797921,..,..
Cameroon,CMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,751.5743033,431.4132788,758.8083114,830.6886021,898.5304412,952.3492108,925.876745,1012.263894,991.7637243,1079.267875,..,..
Cameroon,CMR,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,102460239.2,..,..,..,..,..,-982354101.8,..,..,..,..,..
Cameroon,CMR,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,770723931.2,975371061.1,2055624437,2444007772,2846791283,2904360461,2879462356,3218209166,3195255555,3558829919,..,..
Cameroon,CMR,Age dependency ratio (% of working-age population),SP.POP.DPND,99.23170156,94.80433724,90.47660456,89.82785536,89.06519354,88.2675791,87.46946891,87.00646857,86.46617836,85.84479218,85.11251799,..
Cameroon,CMR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Agricultural land (sq. km),AG.LND.AGRI.K2,91700,91600,91630,91630,92130,93130,96000,96000,97500,..,..,..
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.39878572,19.37763111,19.48975059,19.48975059,19.59552368,19.70129678,20.51998054,20.62575363,20.62575363,..,..,..
Cameroon,CMR,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,2675806850,1900966236,3473847211,4310788897,5040074336,5064179117,5118135912,5780826383,5668815622,6252396567,6833036015,..
Cameroon,CMR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,0.673138648,0.868699787,1.188751761,1.50771051,1.765086498,2.298598034,2.53404999,3.189826505,..,..
Cameroon,CMR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,1604,..,..,..,..,1604,..,1604,..
Cameroon,CMR,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,11.4,..,..,..,..
Cameroon,CMR,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,2.913283089,2.547024831,3.633119389,..,..
Cameroon,CMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,44.673,41.203,40.1,39.781,39.427,39.04,38.624,38.186,37.733,37.272,..,..
Cameroon,CMR,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,43.4,..,..,..,62,..,..,..,..
Cameroon,CMR,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,76.70357469,79.0012866,77.979218,65.89631144,66.6871977,64.11179433,63.57739565,66.86316579,66.48559804,..,..,..
Cameroon,CMR,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,-14033000,-51911000,-120632000,-120458000,-105383000,-12433000,-31987000,-107273000,-72986000,93551000,..,..
Cameroon,CMR,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,1.057789304,1.102221235,1.188751761,1.278467976,1.653697544,1.698963764,1.797313412,1.975425551,..,..
Cameroon,CMR,Compensation of employees (current LCU),GC.XPN.COMP.CN,2.7144E+11,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Consumer price index (2010 = 100),FP.CPI.TOTL,46.949945,77.61426503,90.13790706,90.96843976,95.82415884,98.74068065,100,102.9396995,105.9687104,108.0299558,110.1343234,..
Cameroon,CMR,Cost to export (US$ per container),IC.EXP.COST.CD,..,..,1032,1032,1120,1250,1379,1379,1379,1379,1379,..
Cameroon,CMR,Cost to import (US$ per container),IC.IMP.COST.CD,..,..,2018,2018,2161,2291,2267,2267,2267,2267,2267,..
Cameroon,CMR,Coverage (%) - All Labor Market,per_lm_alllm.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,54.57,77.44,110.91,116.67,120.57,131.34,144.55,148.28,156.48,161.18,..,..
Cameroon,CMR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,1.076955572,1.398296299,-1.928373396,-4.78451458,-3.624955856,-2.814186282,-3.611311338,-3.814210317,..,..
Cameroon,CMR,Deposit interest rate (%),FR.INR.DPST,7.5,5,4.333333333,4.25,3.75,3.25,3.25,3.25,3.25,3.208333333,2.6,..
Cameroon,CMR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,53.29999924,..,..,..,..,..
Cameroon,CMR,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,..,..,..,..,..,12.60000038,..,..,..,..,..
Cameroon,CMR,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,..,..,..,..,..,..,29.70000076,..,..,..,..,..
Cameroon,CMR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,14.55678835,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,8677650556,11195271110,14090764091,14815805469,15344313918,15847167596,16643587557,17533916168,18488591657,19529481315,20175533119,..
Cameroon,CMR,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.08429E+12,5.26926E+12,6.63208E+12,6.97333E+12,7.22208E+12,7.45876E+12,7.83361E+12,8.25266E+12,8.70199E+12,9.19191E+12,9.49598E+12,..
Cameroon,CMR,Final consumption expenditure (current US$),NE.CON.TOTL.CD,8845296067,7400891507,14565956505,17033731525,20025428462,20218693342,20462704709,23261601119,23410573112,26240365153,27900881074,..
Cameroon,CMR,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,2.6594E+12,5.26926E+12,7.61639E+12,8.1637E+12,8.96749E+12,9.54699E+12,1.01347E+13,1.09764E+13,1.19517E+13,1.29638E+13,1.37946E+13,..
Cameroon,CMR,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,8845280372,7400891508,14565956505,17033731525,20025428462,20218693342,20462704709,23261601119,23410573112,26240365153,27900881074,..
Cameroon,CMR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,20.42246014,14.94085377,12.01748819,11.54420383,32.28548316,47.82603711,24.43145556,40.08321197,17.15611896,..,17.49241576,..
Cameroon,CMR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.53692046,18.15882394,17.9757507,14.87014529,23.78551116,26.82716739,17.69995069,25.0969955,19.38124959,..,17.39413457,..
Cameroon,CMR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-1.011796983,1.70986556,0.329023302,0.926648941,0.089660611,3.178993663,2.267935082,2.453846284,1.986073989,1.10069935,..,..
Cameroon,CMR,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.GD.ZS,..,..,-0.029560646,-0.037713407,-0.009460133,-0.28144278,2.118708696,0.70277738,-1.072705782,-1.282886195,..,..
Cameroon,CMR,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,-64376815.28,-197036396.9,-23117191.84,-809089563.8,-35250979.23,-465562144.5,-809721895.1,-704766767.1,..,..
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1789.255835,1905.370946,2339.807248,2417.748911,2472.46952,2475.605656,2522.8818,2614.495561,2714.105601,2835.52434,2971.081289,..
Cameroon,CMR,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1421886191,878294684.2,1723647789,2072926812,2517661135,2633142893,2742764150,3088193875,3032512868,3421990122,3666930863,..
Cameroon,CMR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,40.72,..,..,..,..,..,..,..,..
Cameroon,CMR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5.50772E+12,6.61239E+12,8.32278E+12,8.53588E+12,8.68715E+12,8.85283E+12,9.23915E+12,9.65509E+12,1.01664E+13,1.06551E+13,1.14135E+13,..
Cameroon,CMR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,20.68136173,20.31227952,18.8664715,16.63119312,14.13596488,13.52563867,13.37615162,12.50863746,11.56496088,11.25268954,14.27929759,..
Cameroon,CMR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,16.16510631,15.09563067,19.2049718,16.35740794,14.92915137,14.2308173,12.8765777,12.33744491,10.87719734,10.18751965,..,..
Cameroon,CMR,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,16.88885688,16.12606318,19.47842001,16.76804014,15.19801984,14.30035178,13.02210716,12.47974866,11.06334577,10.405495,..,..
Cameroon,CMR,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,7423409985,6522596822,12842308715,14960804713,17507767327,17585550449,17719940559,20173407244,20378060244,22818375030,24233950211,..
Cameroon,CMR,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,7423394181,6522596824,12842308715,14960804713,17507767327,17585550449,17719940559,20173407244,20378060244,22818375030,24233950211,..
Cameroon,CMR,Income share held by fourth 20%,SI.DST.04TH.20,..,..,..,21.43,..,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,31.76,..,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,47.69,..,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,2.74,..,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by second 20%,SI.DST.02ND.20,..,..,..,10.03,..,..,..,..,..,..,..,..
Cameroon,CMR,Income share held by third 20%,SI.DST.03RD.20,..,..,..,14.5,..,..,..,..,..,..,..,..
Cameroon,CMR,"Industry, value added (current US$)",NV.IND.TOTL.CD,3206644405,3093108203,5491892651,5610933200,6232559105,6448444184,6545157558,7253828999,7394532043,8160918144,9210524518,..
Cameroon,CMR,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1400000000,1489000000,3150470000,4656503629,5686153000,4441712000,5133283000,6800399000,6515068000,6217917578,6529115590,..
Nigeria,NGA,"Population, total",SP.POP.TOTL,95617345,122876723,143318011,147152502,151115683,155207145,159424742,163770669,168240403,172816517,177475986,..
Nigeria,NGA,Surface area (sq. km),AG.SRF.TOTL.K2,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,..
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,104.9851719,134.9152069,157.3591697,161.5693336,165.9207956,170.4131065,175.0439101,179.8156165,184.7232594,189.7477047,194.8636714,..
Nigeria,NGA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,27392899738,33427150529,1.20897E+11,1.43139E+11,1.74966E+11,1.79702E+11,2.32964E+11,2.8127E+11,4.14897E+11,4.67102E+11,5.26467E+11,..
Nigeria,NGA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,290,270,840,970,1160,1160,1460,1720,2470,2700,2970,..
Nigeria,NGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.69702E+11,2.39603E+11,5.54245E+11,5.83199E+11,6.308E+11,6.70069E+11,7.57525E+11,8.08826E+11,8.65503E+11,9.30216E+11,1.01373E+12,..
Nigeria,NGA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1770,1950,3870,3960,4170,4320,4750,4940,5140,5380,5710,..
Nigeria,NGA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,5.39,..,..,..,..,..
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.49,6.099,6.015,6.015,6.017,6.021,6.022,6.017,6.002,5.976,..,..
Nigeria,NGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.0054,132.8236,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,114.468,111.886,..
Nigeria,NGA,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,6,..,..,14.7,14.6,..,..,17.5,..,15.1,..,..
Nigeria,NGA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,30.8,..,..,..,38.9,..,..,48.7,..,38.1,..,..
Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,212.5,186.8,152.2,146.4,140.9,135.5,130.3,125.5,120.9,116.6,112.5,108.8
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,86.26173,98.35719299,101.6672974,92.89025879,83.76664734,85.03594208,84.80487823,..,..,..,..,..
Nigeria,NGA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,24.59582,24.45989037,34.18806839,31.61067963,35.09408188,38.90098953,43.82913971,..,..,..,..,..
Nigeria,NGA,Forest area (sq. km),AG.LND.FRST.K2,172340,131370,106794,102698,98602,94506,90410,86314,82218,..,..,..
Nigeria,NGA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,11.33754596,12.64740469,12.58695418,12.58695418,12.58695418,12.58695418,13.8240331,..,13.8240331,..,..,..
Nigeria,NGA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,5.932126697,..,..,..,..,..,5.932126697,..,..
Nigeria,NGA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,694.6593319,700.2416886,740.8818352,747.1012487,749.2179816,718.0538048,752.5170842,775.0384167,794.9102392,..,..,..
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.474552582,0.644398134,0.687380144,0.647289878,0.613327639,0.462535787,0.534553664,0.53749756,..,..,..,..
Nigeria,NGA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,86.71020932,74.13120872,111.1444395,138.1424014,126.5322012,119.9493748,135.6376666,149.3124511,155.854358,..,..,..
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,30757075595,46385996029,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.60954E+11,5.14965E+11,5.68508E+11,..
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.76600917,5.318093381,8.210964859,6.828398348,6.270263697,6.934416004,7.839739477,4.887386611,4.279277314,5.394416311,6.309718253,..
Nigeria,NGA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,9.290848918,35.22953407,17.33778153,4.770742207,10.83529822,-4.320573326,103.8227991,9.510096311,9.271244669,5.873295631,4.662623739,..
Nigeria,NGA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,31.52480402,26.03397777,31.9987955,32.71417898,32.85021918,37.05016484,23.89370408,22.28919858,22.05428761,20.99639753,20.23571572,..
Nigeria,NGA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,45.27008579,52.2053917,41.91683487,40.65207185,41.48267065,34.2051642,22.0338711,24.81156581,23.67091469,21.99242146,20.66649094,..
Nigeria,NGA,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,23.20511019,21.76063053,26.08436963,26.63374917,25.66711016,28.74467096,54.07242482,52.89923561,54.2747977,57.01118102,59.09779315,..
Nigeria,NGA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.34424954,51.73036068,43.11132956,33.72852105,39.88312915,30.76861617,25.26411563,31.32980522,31.43874755,18.04134414,16.10000046,..
Nigeria,NGA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.68597132,19.65017049,21.49798435,30.73438773,25.08984466,31.03423806,17.38726927,21.46429968,12.9413891,12.98454808,14.10000013,..
Nigeria,NGA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.42772902,7.031059993,8.273720556,9.256423368,8.329816502,12.09460683,17.29074173,16.21198081,14.90769003,14.71984102,..,..
Nigeria,NGA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,10.35340517,11.14421436,12.94736821,10.472714,5.5692017,5.577323239,4.999612257,..,..,..
Nigeria,NGA,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,-0.53928996,-0.559670019,-0.192173244,-3.209693267,-1.992992516,-1.818613884,-1.34367076,..,..,..
Nigeria,NGA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,21.90187351,10.00590454,4.909405572,19.19983484,26.55390854,37.10522492,18.79767703,22.14949143,20.80286369,21.85249979,21.64574562,..
Nigeria,NGA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,2.408365272,3.976904367,5.459098575,5.108959913,2.268459957,1.804331165,1.556757245,..,..,..
Nigeria,NGA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.791688106,0.79472891,0.533693942,0.583546712,0.776456931,0.887702077,0.539231126,0.579227051,0.502541111,0.469695305,0.414718777,..
Nigeria,NGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.024414713,22.55327253,27.44502851,41.65682945,47.9584083,54.66094952,57.96066304,66.79811805,73.29196161,77.84154715,..
Nigeria,NGA,Internet users (per 100 people),IT.NET.USER.P2,0,0.064080808,5.545036083,6.77,15.86,20,24,28.43,32.8,38,42.68,..
Nigeria,NGA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,47.77777778,60,67.77777778,66.66666667,68.88888889,73.33333333,74.44444444,72.22222222,72.22222222,..
Nigeria,NGA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,62.49943998,64.01932165,58.61835855,60.94052722,65.47199443,53.48564863,34.74622356,41.28781036,36.01228298,30.87590573,28.44285839,..
Nigeria,NGA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,88.50574713,100,176.015,176.8123854,216.629372,154.4312938,184.1798015,220.7298363,225.9568089,222.1146845,..,..
Nigeria,NGA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,33438924000,31581804000,3964275000,3747929000,4042772000,6765042000,7206781000,8962799000,10058908000,13791937000,..,..
Nigeria,NGA,Net migration,SM.POP.NETM,..,..,..,-300000,..,..,..,..,-300000,..,..,..
Nigeria,NGA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,10000000,1391800049,16932363435,18011296670,19205913453,18368329380,19817843642,20618849629,20633319234,..,..,..
Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,587882970.6,1140137660,4854416867,6034971231,8196606673,8554840769,6048560266,8841952775,7101031884,5609000000,..,..
Nigeria,NGA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,255080000,173700000,11428020000,1956260000,1290160000,1657070000,2061960000,1768550000,1915820000,2529480000,..,..
